ticker,name,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik
aiz,Assurant Inc,https://static.finnhub.io/logo/6d03fe00-80eb-11ea-a0c7-00000000092a.png,https://www.assurant.com/,BBB,High,BB,Medium,BB,Medium,46,31,56,49,04/16/2022,BBB,High,1267238
alk,Alaska Air Group Inc,https://static.finnhub.io/logo/6f0f3ff0-80eb-11ea-adee-00000000092a.png,https://investor.alaskaair.com/,A,High,BB,Medium,B,Medium,61,28,46,51,04/16/2022,BBB,High,766421
alb,Albemarle Corp,https://static.finnhub.io/logo/4ef8740ea71ccbddb20e0dcfc8e82c9029f79efda1e34947efece24c8974199c.png,https://www.albemarle.com/,A,High,BB,Medium,BB,Medium,66,32,60,62,04/16/2022,BBB,High,915913
aig,American International Group Inc,https://static.finnhub.io/logo/69801f92-80eb-11ea-a320-00000000092a.png,https://www.aig.com/individual,A,High,BB,Medium,BB,Medium,61,32,59,59,04/16/2022,BBB,High,5272
all,Allstate Corp,https://static.finnhub.io/logo/e0a6bc18-8278-11ea-aad1-00000000092a.png,https://www.allstateinvestors.com/investor-overview?c=93125&p=irol-irhome,A,High,BB,Medium,B,Medium,64,28,36,48,04/16/2022,BBB,High,899051
alle,Allegion PLC,https://static.finnhub.io/logo/57a8176a6abfdd7d5a24ec8d7802b8ccd943b7e6b0f435d6af062dab03864422.png,https://www.allegion.com/corp/en/index.html,A,High,BB,Medium,BB,Medium,66,32,60,62,04/16/2022,BBB,High,1579241
amp,Ameriprise Financial Inc,https://static.finnhub.io/logo/71b42062-80eb-11ea-a0bc-00000000092a.png,https://www.ameriprise.com/,BB,Medium,BB,Medium,B,Medium,38,29,48,40,04/16/2022,BBB,High,820027
ame,AMETEK Inc,https://static.finnhub.io/logo/70aae254-80eb-11ea-8bb6-00000000092a.png,https://www.ametek.com/,A,High,BB,Medium,B,Medium,66,33,49,58,04/16/2022,BBB,High,1037868
amt,American Tower Corp,https://static.finnhub.io/logo/72058208-80eb-11ea-bbb0-00000000092a.png,https://www.americantower.com/,A,High,BB,Medium,BB,Medium,64,34,57,61,04/16/2022,BBB,High,1053507
aos,A O Smith Corp,https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png,https://www.aosmith.com/,A,High,BB,Medium,BB,Medium,60,31,59,57,04/16/2022,BBB,High,91142
apd,Air Products and Chemicals Inc,https://static.finnhub.io/logo/74581b6e-80eb-11ea-a665-00000000092a.png,https://www.airproducts.com/,AA,Excellent,BBB,High,BB,Medium,96,56,56,90,04/16/2022,A,High,2969
aon,Aon PLC,https://static.finnhub.io/logo/aa9668652232c8e21ee7ff27ca3f3a49a12c07c6d86670032b41608efb282982.png,https://www.aon.com/,BBB,High,BB,Medium,B,Medium,55,28,53,51,04/16/2022,BBB,High,315293
anet,Arista Networks Inc,https://static.finnhub.io/logo/5c1639fa-81b4-11ea-a6d0-00000000092a.png,https://www.arista.com/en/,BBB,High,BB,Medium,B,Medium,47,30,55,48,04/16/2022,BBB,High,1596532
aph,Amphenol Corp,https://static.finnhub.io/logo/74ad03fe-80eb-11ea-a501-00000000092a.png,https://www.amphenol.com/,A,High,BB,Medium,BBB,High,60,28,100,74,04/16/2022,A,High,820313
ato,Atmos Energy Corp,https://static.finnhub.io/logo/77cd59a2-80eb-11ea-b2f2-00000000092a.png,https://www.atmosenergy.com/,A,High,BB,Medium,BB,Medium,72,41,60,70,04/16/2022,A,High,731802
awk,American Water Works Company Inc,https://static.finnhub.io/logo/7abeb7a8-80eb-11ea-9cc9-00000000092a.png,https://www.amwater.com/,AA,Excellent,BB,Medium,BB,Medium,87,46,56,80,04/16/2022,A,High,1410636
are,Alexandria Real Estate Equities Inc,https://static.finnhub.io/logo/ffde2ccf9a1b68d8c0417d434712742c97a013bed497f0bcafbd67c6c48c3838.png,https://www.are.com/,AA,Excellent,BB,Medium,BB,Medium,77,35,68,73,04/16/2022,A,High,1035443
aptv,Aptiv PLC,https://static.finnhub.io/logo/56ba8998-80cb-11ea-ade4-00000000092a.png,https://www.aptiv.com,A,High,BB,Medium,BB,Medium,68,35,59,65,06/10/2022,A,High,1521332
avb,Avalonbay Communities Inc,https://static.finnhub.io/logo/7940482e-80eb-11ea-9e46-00000000092a.png,https://www.avaloncommunities.com/,A,High,BB,Medium,B,Medium,58,28,56,53,04/16/2022,BBB,High,915912
avy,Avery Dennison Corp,https://static.finnhub.io/logo/79d9e86c-80eb-11ea-acfe-00000000092a.png,https://www.averydennison.com/,A,High,BB,Medium,BB,Medium,65,37,62,65,04/16/2022,A,High,8818
ba,Boeing Co,https://static.finnhub.io/logo/7f18239e-80eb-11ea-b544-00000000092a.png,https://www.boeing.com/,B,Medium,B,Medium,B,Medium,4,13,40,8,09/21/2022,B,Medium,12927
bac,Bank of America Corp,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BAC.png,https://www.bankofamerica.com,B,Medium,BB,Medium,B,Medium,4,46,48,30,04/16/2022,BB,Medium,70858
bax,Baxter International Inc,https://static.finnhub.io/logo/7fd00f9c-80eb-11ea-95bb-00000000092a.png,https://www.baxter.com/,A,High,BB,Medium,BB,Medium,58,31,56,55,04/16/2022,BBB,High,10456
bbwi,Bath & Body Works Inc,https://static.finnhub.io/logo/1b846d4a-80ec-11ea-b03e-00000000092a.png,https://www.bbwinc.com/,A,High,BB,Medium,BB,Medium,63,28,56,56,06/11/2022,BBB,High,701985
bdx,Becton Dickinson and Co,https://static.finnhub.io/logo/82e1f20c-80eb-11ea-b25d-00000000092a.png,https://www.bd.com/,AA,Excellent,BB,Medium,BB,Medium,78,44,60,75,04/16/2022,A,High,10795
bio,Bio Rad Laboratories Inc,https://static.finnhub.io/logo/44edee0a-80df-11ea-9ec3-00000000092a.png,https://www.bio-rad.com/,B,Medium,B,Medium,BB,Medium,14,13,56,22,04/16/2022,BB,Medium,12208
bby,Best Buy Co Inc,https://static.finnhub.io/logo/81b71688-80eb-11ea-8a5b-00000000092a.png,https://www.bestbuy.com/,BBB,High,B,Medium,BB,Medium,44,14,56,39,04/16/2022,BBB,High,764478
bk,Bank of New York Mellon Corp,https://static.finnhub.io/logo/f1e8660c-8278-11ea-a415-00000000092a.png,https://www.bnymellon.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,04/16/2022,BBB,High,1390777
axp,American Express Co,https://static.finnhub.io/logo/7c511c66-80eb-11ea-83d7-00000000092a.png,https://www.americanexpress.com/,B,Medium,B,Medium,B,Medium,6,13,33,7,04/16/2022,B,Medium,4962
br,Broadridge Financial Solutions Inc,https://static.finnhub.io/logo/8c4db812-80eb-11ea-a03a-00000000092a.png,https://www.broadridge.com/,A,High,BB,Medium,BB,Medium,67,30,62,63,04/16/2022,BBB,High,1383312
bmy,Bristol-Myers Squibb Co,https://static.finnhub.io/logo/8b628318-80eb-11ea-93a2-00000000092a.png,https://www.bms.com/,A,High,BB,Medium,BB,Medium,58,32,59,57,04/16/2022,BBB,High,14272
bro,Brown & Brown Inc,https://static.finnhub.io/logo/8d4bb0d8-80eb-11ea-b804-00000000092a.png,https://www.bbinsurance.com/,BBB,High,BB,Medium,BB,Medium,39,32,56,45,04/16/2022,BBB,High,79282
azo,Autozone Inc,https://static.finnhub.io/logo/7e0ca700-80eb-11ea-bd89-00000000092a.png,https://www.autozone.com/,B,Medium,B,Medium,B,Medium,12,12,34,10,04/16/2022,B,Medium,866787
bsx,Boston Scientific Corp,https://static.finnhub.io/logo/8ee22dde-80eb-11ea-9789-00000000092a.png,https://www.bostonscientific.com/,A,High,BB,Medium,BB,Medium,63,47,56,67,04/16/2022,A,High,885725
bx,Blackstone Inc,https://static.finnhub.io/logo/933284c8-80eb-11ea-b057-00000000092a.png,https://www.blackstone.com/,A,High,BB,Medium,BB,Medium,64,36,61,64,04/16/2022,BBB,High,1393818
bxp,Boston Properties Inc,https://static.finnhub.io/logo/908869c8-80eb-11ea-b9d6-00000000092a.png,https://www.bxp.com/,A,High,BB,Medium,BB,Medium,64,35,57,62,04/16/2022,BBB,High,1037540
sivb,SVB Financial Group,https://static.finnhub.io/logo/1fbbb8c43e148c0b3b8648e5ec5a5d9008616203f19162e3973e79435b02ea11.png,https://www.svb.com/,A,High,BB,Medium,BB,Medium,60,36,56,59,04/19/2022,BBB,High,719739
c,Citigroup Inc,https://static.finnhub.io/logo/93e64c9c-80eb-11ea-805d-00000000092a.png,http://www.citigroup.com/,A,High,BB,Medium,BB,Medium,61,28,57,55,04/16/2022,BBB,High,831001
cat,Caterpillar Inc,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/4295903678.jpeg,https://www.caterpillar.com/en.html,B,Medium,B,Medium,B,Medium,7,16,40,12,06/07/2022,B,Medium,18230
carr,Carrier Global Corp,https://static.finnhub.io/logo/603e44f9a46419a67a8a0e59358d8fa90f116ba0bd9735830f2b11886a71fd52.png,https://www.carrier.com/,B,Medium,B,Medium,B,Medium,2,19,38,10,04/21/2022,B,Medium,1783180
cbre,CBRE Group Inc,https://static.finnhub.io/logo/96608490-80eb-11ea-a287-00000000092a.png,https://www.cbre.us,B,Medium,B,Medium,B,Medium,0,10,31,1,06/10/2022,B,Medium,1138118
cci,Crown Castle Inc,https://static.finnhub.io/logo/9955c1da-80eb-11ea-9b73-00000000092a.png,https://www.crowncastle.com/,A,High,BB,Medium,B,Medium,58,28,31,43,09/16/2022,BBB,High,1051470
cday,Ceridian HCM Holding Inc,https://static.finnhub.io/logo/3da179a75ee0a0b5064738cfdc79ace212dc770b203df04d3ffbfe92274e0663.png,https://investors.ceridian.com/overview/default.aspx,A,High,BB,Medium,BB,Medium,64,43,61,67,04/21/2022,A,High,1725057
cma,Comerica Inc,https://static.finnhub.io/logo/9e86587471234fdad18123d132d5b66e368edaf5a527a6618c12a7f5cc1279bd.png,https://www.comerica.com/,B,Medium,BB,Medium,B,Medium,15,28,39,22,04/16/2022,BB,Medium,28412
dhi,D R Horton Inc,https://static.finnhub.io/logo/397ce09a79a25513f426bce1f02302bbe45178c074100dbe1c09d74d3fcaaa80.png,https://www.drhorton.com/,B,Medium,B,Medium,B,Medium,10,22,32,13,04/17/2022,B,Medium,882184
dov,Dover Corp,https://static.finnhub.io/logo/c1b83b1a-80eb-11ea-957d-00000000092a.png,https://www.dovercorporation.com/,A,High,BB,Medium,BB,Medium,58,32,57,56,04/17/2022,BBB,High,29905
dri,Darden Restaurants Inc,https://static.finnhub.io/logo/c375d95c-80eb-11ea-817c-00000000092a.png,https://www.darden.com,A,High,BB,Medium,BB,Medium,61,29,56,56,04/17/2022,BBB,High,940944
ce,Celanese Corp,https://static.finnhub.io/logo/9a354dde-80eb-11ea-9454-00000000092a.png,https://www.celanese.com/,A,High,BB,Medium,BB,Medium,58,31,56,55,06/10/2022,BBB,High,1306830
dg,Dollar General Corp,https://static.finnhub.io/logo/f9e89aa6-82a3-11ea-bcf8-00000000092a.png,https://www.dollargeneral.com/,B,Medium,B,Medium,B,Medium,9,12,31,7,04/17/2022,B,Medium,29534
cmg,Chipotle Mexican Grill Inc,https://static.finnhub.io/logo/a551a6c2-80eb-11ea-a89e-00000000092a.png,https://www.chipotle.com/,B,Medium,B,Medium,B,Medium,2,16,34,7,04/16/2022,B,Medium,1058090
dgx,Quest Diagnostics Inc,https://static.finnhub.io/logo/bcfcc2be-80eb-11ea-b2d4-00000000092a.png,https://www.questdiagnostics.com/,B,Medium,BB,Medium,B,Medium,6,28,32,14,04/19/2022,B,Medium,1022079
ccl,Carnival Corp,https://static.finnhub.io/logo/9994e2b0-80eb-11ea-a0cb-00000000092a.png,https://www.carnivalcorp.com/,A,High,BB,Medium,BB,Medium,61,33,61,60,04/16/2022,BBB,High,815097
chd,Church & Dwight Co Inc,https://static.finnhub.io/logo/80497981115775795530c2304913f6f51722baec9f0cd47eb4115e3d16f2ff4b.png,https://churchdwight.com/,A,High,BB,Medium,BB,Medium,73,36,68,71,04/16/2022,A,High,313927
dow,Dow Inc,https://static.finnhub.io/logo/d809bb30e681dc3abf1fa05dc6154f5ce1ca51b61eadafdf15369c1c4d37f99b.png,https://investors.dow.com/,B,Medium,B,Medium,B,Medium,5,8,31,3,04/17/2022,B,Medium,1751788
dfs,Discover Financial Services,https://static.finnhub.io/logo/bcb852c0-80eb-11ea-b6e7-00000000092a.png,https://www.discover.com/,BB,Medium,BB,Medium,BB,Medium,26,32,60,39,04/17/2022,BBB,High,1393612
duk,Duke Energy Corp,https://static.finnhub.io/logo/c6386312-80eb-11ea-a9c6-00000000092a.png,https://www.duke-energy.com/,AA,Excellent,BB,Medium,BB,Medium,78,40,63,74,04/17/2022,A,High,1326160
dre,Duke Realty Corp,https://static.finnhub.io/logo/c2b783b4-80eb-11ea-9a9a-00000000092a.png,https://www.dukerealty.com/,A,High,BB,Medium,BB,Medium,66,30,56,59,04/17/2022,BBB,High,783280
cf,CF Industries Holdings Inc,https://static.finnhub.io/logo/9b57a636-80eb-11ea-8738-00000000092a.png,https://www.cfindustries.com/,A,High,BB,Medium,BB,Medium,63,29,59,58,04/16/2022,BBB,High,1324404
dvn,Devon Energy Corp,https://static.finnhub.io/logo/c6b217be-80eb-11ea-af1d-00000000092a.png,https://www.devonenergy.com/,A,High,BB,Medium,BB,Medium,71,28,56,61,04/17/2022,BBB,High,1090012
ecl,Ecolab Inc,https://static.finnhub.io/logo/310f9a68901ccb666997c890b733d4af9872166796de8310822ee896fb970a3f.png,https://www.ecolab.com/,A,High,BB,Medium,BB,Medium,67,42,62,69,04/17/2022,A,High,31462
hd,Home Depot Inc,https://static.finnhub.io/logo/f3d21b34-80eb-11ea-9fb5-00000000092a.png,https://www.homedepot.com/,B,Medium,BB,Medium,B,Medium,6,31,32,16,04/17/2022,BB,Medium,354950
dte,DTE Energy Co,https://static.finnhub.io/logo/c4c6a66c-80eb-11ea-a459-00000000092a.png,https://www.newlook.dteenergy.com/,A,High,BB,Medium,B,Medium,76,30,34,55,04/17/2022,BBB,High,936340
eix,Edison International,https://static.finnhub.io/logo/cbccd574-80eb-11ea-ac7b-00000000092a.png,https://www.edison.com/,AA,Excellent,A,High,BB,Medium,96,70,60,99,04/17/2022,A,High,827052
glw,Corning Inc,https://static.finnhub.io/logo/ec2c31c6-80eb-11ea-946c-00000000092a.png,https://www.corning.com/,B,Medium,B,Medium,B,Medium,0,8,31,0,04/16/2022,B,Medium,24741
dva,DaVita Inc,https://static.finnhub.io/logo/c5ccdcdc-80eb-11ea-9165-00000000092a.png,https://www.davita.com/,B,Medium,BB,Medium,BB,Medium,12,34,56,31,04/17/2022,BB,Medium,927066
wdc,Western Digital Corp,https://static.finnhub.io/logo/614eaedc2d32b02535d899770c447ff80b1fef23bd17a0f30cec4ea863891044.png,https://www.westerndigital.com/,A,High,BB,Medium,B,Medium,66,35,46,58,04/20/2022,BBB,High,106040
gs,Goldman Sachs Group Inc,https://static.finnhub.io/logo/7ba3bd9e8fc91f97252e3b58f24fe98824e71ab51ac7805cec819dc88f10e7de.png,https://www.goldmansachs.com/,A,High,BB,Medium,BB,Medium,63,29,57,57,04/17/2022,BBB,High,886982
dxc,DXC Technology Co,https://static.finnhub.io/logo/12afb9ee-8279-11ea-a94d-00000000092a.png,https://dxc.com/us/en,A,High,BB,Medium,BB,Medium,59,33,57,57,06/10/2022,BBB,High,1688568
etn,Eaton Corporation PLC,https://static.finnhub.io/logo/d2178ec6-80eb-11ea-a096-00000000092a.png,https://www.eaton.com/,A,High,BB,Medium,BB,Medium,62,33,61,61,04/17/2022,BBB,High,1551182
ed,Consolidated Edison Inc,https://static.finnhub.io/logo/24f921dc-8279-11ea-9a09-00000000092a.png,https://www.conedison.com/,AA,Excellent,BB,Medium,BB,Medium,96,39,56,81,04/16/2022,A,High,1047862
hsy,Hershey Co,https://static.finnhub.io/logo/f2b115ad22f1c30d69a33526154bd236297b2162d2cc21642cd3b508818b4d3b.png,https://www.thehersheycompany.com/,A,High,BB,Medium,BB,Medium,63,40,56,63,04/17/2022,BBB,High,47111
jnj,Johnson & Johnson,https://static.finnhub.io/logo/0a900736-80ec-11ea-8224-00000000092a.png,https://www.jnj.com/,A,High,BB,Medium,BB,Medium,70,29,56,61,04/18/2022,BBB,High,200406
jpm,JPMorgan Chase & Co,https://static.finnhub.io/logo/0bf9570a-80ec-11ea-9e21-00000000092a.png,https://www.jpmorganchase.com/,A,High,BB,Medium,BB,Medium,59,31,66,60,04/18/2022,BBB,High,19617
ko,Coca-Cola Co,https://static.finnhub.io/logo/12f0377a-80ec-11ea-896a-00000000092a.png,https://www.coca-colacompany.com/,B,Medium,B,Medium,B,Medium,0,8,31,0,04/16/2022,B,Medium,21344
kmx,Carmax Inc,https://static.finnhub.io/logo/2879f1e14e28ba6a8ddfa0976c76da74189bd418a0c3505ebd333d3c7efb1b85.png,https://www.carmax.com/,B,Medium,B,Medium,BB,Medium,10,15,56,20,04/16/2022,BB,Medium,1170010
ldos,Leidos Holdings Inc,https://static.finnhub.io/logo/6a70aab0-80ec-11ea-b140-00000000092a.png,https://www.leidos.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,04/18/2022,BBB,High,1336920
leg,Leggett & Platt Inc,https://static.finnhub.io/logo/5e2230cc2a5c21f9fa14b3e7606d0fac3df9217b811e3743301fa11c8fc0c684.png,https://leggett.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,04/18/2022,BBB,High,58492
mcd,McDonald's Corp,https://static.finnhub.io/logo/1fc48922e8f6853d63649be8c022bc451941771d13aefd69960f6bd1c6e726ed.png,https://www.mcdonalds.com/us/en-us.html,A,High,BB,Medium,BB,Medium,59,33,57,57,04/18/2022,BBB,High,63908
lin,Linde PLC,https://static.finnhub.io/logo/b8fe2cdc-81d4-11ea-bd4e-00000000092a.png,https://www.linde.com/,B,Medium,B,Medium,B,Medium,2,16,50,13,04/20/2022,B,Medium,1707925
lumn,Lumen Technologies Inc,https://static.finnhub.io/logo/b2f04cc0-80eb-11ea-a434-00000000092a.png,https://www.centurylink.com/,A,High,BB,Medium,BB,Medium,65,33,57,61,06/10/2022,BBB,High,18926
lyb,LyondellBasell Industries NV,https://static.finnhub.io/logo/d3871fc8-80c9-11ea-8168-00000000092a.png,https://www.lyondellbasell.com/,A,High,BB,Medium,BB,Medium,75,38,64,71,04/18/2022,A,High,1489393
mco,Moody's Corp,https://static.finnhub.io/logo/21b77074-80ec-11ea-a2fe-00000000092a.png,https://www.moodys.com/,A,High,BB,Medium,B,Medium,61,29,40,49,04/18/2022,BBB,High,1059556
mck,Mckesson Corp,https://static.finnhub.io/logo/20acef66-80ec-11ea-9004-00000000092a.png,https://www.mckesson.com/,A,High,BB,Medium,BB,Medium,58,28,59,55,04/18/2022,BBB,High,927653
mas,Masco Corp,https://static.finnhub.io/logo/f733abfaa82424a088ae7010ead7d371b7f6579b20393e2cf842ecda43a4e1e6.png,https://masco.com/,A,High,BB,Medium,BB,Medium,62,32,57,59,04/18/2022,BBB,High,62996
low,Lowe's Companies Inc,https://static.finnhub.io/logo/1a543662-80ec-11ea-962e-00000000092a.png,http://media.lowes.com/,B,Medium,B,Medium,B,Medium,3,8,31,2,04/18/2022,B,Medium,60667
mdt,Medtronic PLC,https://static.finnhub.io/logo/23418fdc-80ec-11ea-b2ad-00000000092a.png,https://www.medtronic.com/,A,High,BB,Medium,BB,Medium,61,29,60,57,04/18/2022,BBB,High,1613103
mkc,McCormick & Company Inc,https://static.finnhub.io/logo/283299b6-80ec-11ea-a748-00000000092a.png,https://www.mccormick.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,04/18/2022,BBB,High,63754
met,MetLife Inc,https://static.finnhub.io/logo/23fa7ee8-80ec-11ea-b9be-00000000092a.png,https://www.metlife.com/,A,High,BB,Medium,BB,Medium,61,29,57,56,04/18/2022,BBB,High,1099219
mgm,MGM Resorts International,https://static.finnhub.io/logo/2545909a-80ec-11ea-ac68-00000000092a.png,https://www.mgmresorts.com/,A,High,BB,Medium,B,Medium,58,28,31,43,09/17/2022,BBB,High,789570
mmc,Marsh & McLennan Companies Inc,https://static.finnhub.io/logo/0dcbb2b38c092b479f704d3951261861da99b7990ad086d13815d96c4a79c5ea.png,https://www.marshmclennan.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,04/18/2022,BBB,High,62709
mo,Altria Group Inc,https://static.finnhub.io/logo/002a95625a927e5c06c8491f073040b874a1ab4f55d0e779c5e5492ff0e3239d.png,https://www.altria.com/,A,High,BB,Medium,BB,Medium,58,33,66,61,04/16/2022,BBB,High,764180
bwa,Borgwarner Inc,https://static.finnhub.io/logo/fcb21b76-8278-11ea-affb-00000000092a.png,https://www.borgwarner.com/,B,Medium,B,Medium,B,Medium,12,9,39,10,04/16/2022,B,Medium,908255
mrk,Merck & Co Inc,https://static.finnhub.io/logo/2eedcaa6-80ec-11ea-853f-00000000092a.png,https://www.merck.com/,A,High,BB,Medium,BB,Medium,58,29,60,56,04/18/2022,BBB,High,310158
mro,Marathon Oil Corp,https://static.finnhub.io/logo/2f57969a-80ec-11ea-a60d-00000000092a.png,https://www.marathonoil.com/,A,High,BB,Medium,BB,Medium,64,30,57,59,04/21/2022,BBB,High,101778
mpc,Marathon Petroleum Corp,https://static.finnhub.io/logo/3fcc7474-80cb-11ea-83e4-00000000092a.png,https://www.marathonpetroleum.com/,AA,Excellent,BB,Medium,BB,Medium,96,41,60,83,04/18/2022,A,High,1510295
ms,Morgan Stanley,https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png,https://www.morganstanley.com/,A,High,BB,Medium,BB,Medium,68,28,61,62,04/18/2022,BBB,High,895421
mtb,M&T Bank Corp,https://static.finnhub.io/logo/30d4609c-80ec-11ea-8ba5-00000000092a.png,https://www.mtb.com/,A,High,BB,Medium,B,Medium,58,28,46,49,04/18/2022,BBB,High,36270
mtd,Mettler-Toledo International Inc,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MTD.svg,https://www.mt.com/,A,High,BB,Medium,B,Medium,59,28,41,48,04/18/2022,BBB,High,1037646
msi,Motorola Solutions Inc,https://static.finnhub.io/logo/2d51c630-80ec-11ea-be27-00000000092a.png,https://www.motorolasolutions.com,A,High,BB,Medium,BB,Medium,59,29,68,60,04/18/2022,BBB,High,68505
nee,Nextera Energy Inc,https://static.finnhub.io/logo/e1c67092-80eb-11ea-b610-00000000092a.png,https://www.nexteraenergy.com/,AA,Excellent,BB,Medium,BB,Medium,90,29,60,73,04/18/2022,A,High,753308
msci,MSCI Inc,https://static.finnhub.io/logo/353f2fa2-80ec-11ea-84d6-00000000092a.png,https://www.msci.com/,A,High,BB,Medium,BB,Medium,73,37,65,71,04/18/2022,A,High,1408198
nclh,Norwegian Cruise Line Holdings Ltd,https://static.finnhub.io/logo/11f658d4f694f9c02c757031862ef93a50badc3344e7193e69183a3b1eb46ff0.png,https://www.nclhltd.com/,BBB,High,BB,Medium,BB,Medium,57,29,56,54,04/18/2022,BBB,High,1513761
ni,NiSource Inc,https://static.finnhub.io/logo/3b042364-80ec-11ea-a3c4-00000000092a.png,https://www.nisource.com/,BB,Medium,BB,Medium,B,Medium,31,32,37,33,04/18/2022,BBB,High,1111711
noc,Northrop Grumman Corp,https://static.finnhub.io/logo/3e3d9eda-80ec-11ea-810a-00000000092a.png,https://www.northropgrumman.com/,A,High,BB,Medium,BB,Medium,59,28,56,54,04/18/2022,BBB,High,1133421
now,ServiceNow Inc,https://static.finnhub.io/logo/8023521c-80cc-11ea-9907-00000000092a.png,https://www.servicenow.com/,A,High,BB,Medium,BB,Medium,67,42,69,72,04/19/2022,A,High,1373715
nue,Nucor Corp,https://static.finnhub.io/logo/61f6fa71dcc06483a3992eb1285beddd4a1d668f622c8a324412e5fc6828d664.png,https://nucor.com/,BB,Medium,BB,Medium,B,Medium,34,36,38,36,04/18/2022,BBB,High,73309
nlsn,Nielsen Holdings PLC,https://static.finnhub.io/logo/56db3b78-80ca-11ea-860e-00000000092a.png,https://www.nielsen.com/,A,High,BB,Medium,BB,Medium,58,30,56,54,04/18/2022,BBB,High,1492633
nsc,Norfolk Southern Corp,https://static.finnhub.io/logo/40989d8c-80ec-11ea-9189-00000000092a.png,http://www.nscorp.com/,BB,Medium,BB,Medium,BB,Medium,30,35,64,46,04/18/2022,BBB,High,702165
nvr,NVR Inc,https://static.finnhub.io/logo/432bfe4c-80ec-11ea-8f50-00000000092a.png,https://www.nvrinc.com/,B,Medium,B,Medium,B,Medium,13,9,32,8,04/18/2022,B,Medium,906163
pgr,Progressive Corp,https://static.finnhub.io/logo/5339a36c-80ec-11ea-bfff-00000000092a.png,https://www.progressive.com/,BB,Medium,BB,Medium,B,Medium,29,38,49,40,04/19/2022,BBB,High,80661
pfe,Pfizer Inc,https://static.finnhub.io/logo/5163194a-80ec-11ea-8a20-00000000092a.png,https://www.pfizer.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,04/18/2022,BBB,High,78003
phm,Pultegroup Inc,https://static.finnhub.io/logo/538406a4-80ec-11ea-afbb-00000000092a.png,https://www.pultegroupinc.com/,B,Medium,B,Medium,B,Medium,3,8,41,6,04/19/2022,B,Medium,822416
ph,Parker-Hannifin Corp,https://static.finnhub.io/logo/52fb881e-80ec-11ea-9c1b-00000000092a.png,https://www.parker.com/portal/site/PARKER/menuitem.b90576e27a4d71ae1bfcc510237ad1ca/?vgnextoid=c38888b5bd16e010VgnVCM1000000308a8c0RCRD&vgnextfmt=EN,BB,Medium,BB,Medium,B,Medium,24,28,38,27,04/18/2022,BB,Medium,76334
pki,PerkinElmer Inc,https://static.finnhub.io/logo/560b48b4-80ec-11ea-a26c-00000000092a.png,https://www.perkinelmer.com/,A,High,BB,Medium,BB,Medium,61,31,62,59,04/18/2022,BBB,High,31791
pld,Prologis Inc,https://static.finnhub.io/logo/6ff93222-80eb-11ea-8e84-00000000092a.png,https://www.prologis.com/,A,High,BB,Medium,BB,Medium,73,42,60,71,04/19/2022,A,High,1045609
ppg,PPG Industries Inc,https://static.finnhub.io/logo/5a8e2c2e-80ec-11ea-9a08-00000000092a.png,https://www.ppg.com/,B,Medium,B,Medium,B,Medium,18,15,36,16,04/18/2022,B,Medium,79879
psa,Public Storage,https://static.finnhub.io/logo/5bb9e9a4-80ec-11ea-b327-00000000092a.png,https://www.publicstorage.com/,B,Medium,B,Medium,B,Medium,7,17,32,9,04/19/2022,B,Medium,1393311
pnc,PNC Financial Services Group Inc,https://static.finnhub.io/logo/595585fe-80ec-11ea-9ee3-00000000092a.png,https://www.pnc.com/,BBB,High,BB,Medium,BB,Medium,49,32,56,51,04/18/2022,BBB,High,713676
pm,Philip Morris International Inc,https://static.finnhub.io/logo/58416e9a-80ec-11ea-a68c-00000000092a.png,https://www.pmi.com/,A,High,BB,Medium,BB,Medium,62,33,60,60,04/18/2022,BBB,High,1413329
pkg,Packaging Corp of America,https://static.finnhub.io/logo/55c64d68-80ec-11ea-881b-00000000092a.png,https://www.packagingcorp.com/,A,High,BB,Medium,BB,Medium,58,28,56,54,04/18/2022,BBB,High,75677
psx,Phillips 66,https://static.finnhub.io/logo/861c8692-80cc-11ea-8e76-00000000092a.png,https://www.phillips66.com/,A,High,BB,Medium,BB,Medium,71,40,59,69,04/18/2022,A,High,1534701
pru,Prudential Financial Inc,https://static.finnhub.io/logo/5be82d74-80ec-11ea-8776-00000000092a.png,https://www.prudential.com/,B,Medium,BB,Medium,B,Medium,16,28,53,29,04/19/2022,BB,Medium,1137774
pnr,Pentair PLC,https://static.finnhub.io/logo/7c350a5284b5364e4cbc3ebcdd8e5340212483e8b43f627494bb2fe66925d7be.png,https://www.pentair.com/,BBB,High,BB,Medium,BB,Medium,45,34,60,51,04/18/2022,BBB,High,77360
