ticker,name,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,cik
t,AT&T Inc,https://static.finnhub.io/logo/7d20269e-80ec-11ea-9277-00000000092a.png,https://www.att.com/,B,Medium,B,Medium,BB,Medium,2,8,57,12,04/16/2022,B,Medium,732717
unp,Union Pacific Corp,https://static.finnhub.io/logo/92d19634-80ec-11ea-b0ea-00000000092a.png,https://www.up.com/index.htm,B,Medium,B,Medium,B,Medium,17,19,42,21,04/19/2022,BB,Medium,100885
nem,Newmont Corporation,https://static.finnhub.io/logo/39e32600-80ec-11ea-976b-00000000092a.png,https://newmont.com/,AA,Excellent,BB,Medium,BB,Medium,92,45,70,88,04/18/2022,A,High,1164727
fdx,FedEx Corp,https://static.finnhub.io/logo/db346594-80eb-11ea-a0d5-00000000092a.png,https://www.fedex.com/,BB,Medium,B,Medium,B,Medium,26,23,45,29,04/17/2022,BB,Medium,1048911
nke,Nike Inc,https://static.finnhub.io/logo/570aa3f1982c6fd2b7f22fab7a3cdb509c2b07a4ac0ccdcd293e4bbe9ab9089c.png,https://about.nike.com/,B,Medium,B,Medium,B,Medium,1,23,31,9,04/18/2022,B,Medium,320187
f,Ford Motor Co,https://static.finnhub.io/logo/d7154282-80eb-11ea-bbcd-00000000092a.png,https://www.ford.com/,B,Medium,B,Medium,B,Medium,18,17,35,16,04/17/2022,BB,Medium,37996
lmt,Lockheed Martin Corp,https://static.finnhub.io/logo/18803aba-80ec-11ea-b8be-00000000092a.png,https://www.lockheedmartin.com/,A,High,BB,Medium,BB,Medium,60,32,61,59,04/18/2022,BBB,High,936468
rsg,Republic Services Inc,https://static.finnhub.io/logo/67eb5792-80ec-11ea-933b-00000000092a.png,https://www.republicservices.com/,B,Medium,B,Medium,B,Medium,18,15,35,15,04/19/2022,B,Medium,1060391
enph,Enphase Energy Inc,https://static.finnhub.io/logo/3972ef64-80cb-11ea-b600-00000000092a.png,https://enphase.com/,A,High,BB,Medium,BB,Medium,70,31,56,62,04/17/2022,BBB,High,1463101
exc,Exelon Corp,https://static.finnhub.io/logo/d63a05d0-80eb-11ea-817d-00000000092a.png,https://www.exeloncorp.com/,AA,Excellent,BBB,High,BB,Medium,95,48,60,87,04/17/2022,A,High,1109357
expd,Expeditors International of Washington Inc,https://static.finnhub.io/logo/d6e89bca-80df-11ea-bc5e-00000000092a.png,https://www.expeditors.com/,A,High,BB,Medium,BB,Medium,60,28,56,55,04/17/2022,BBB,High,746515
expe,Expedia Group Inc,https://static.finnhub.io/logo/d539d658-80df-11ea-b0d2-00000000092a.png,https://www.expediagroup.com/home/default.aspx,B,Medium,B,Medium,BB,Medium,5,16,57,18,04/17/2022,BB,Medium,1324424
fast,Fastenal Co,https://static.finnhub.io/logo/d8a85892-80df-11ea-aa2a-00000000092a.png,https://www.fastenal.com/,B,Medium,BB,Medium,B,Medium,6,28,31,14,04/17/2022,B,Medium,815556
ffiv,F5 Inc,https://static.finnhub.io/logo/013605e8-80e0-11ea-81f3-00000000092a.png,https://www.f5.com/,B,Medium,B,Medium,B,Medium,0,12,35,4,04/17/2022,B,Medium,1048695
fisv,Fiserv Inc,https://static.finnhub.io/logo/00c11766-80e0-11ea-af10-00000000092a.png,https://www.fiserv.com/,BB,Medium,BB,Medium,BB,Medium,38,28,59,43,04/17/2022,BBB,High,798354
eqix,Equinix Inc,https://static.finnhub.io/logo/2905ab26-80e0-11ea-9683-00000000092a.png,https://www.equinix.com/,A,High,BB,Medium,BB,Medium,61,32,60,59,04/17/2022,BBB,High,1101239
ftnt,Fortinet Inc,https://static.finnhub.io/logo/4a69c7b4-80ff-11ea-8df0-00000000092a.png,https://www.fortinet.com/,A,High,BB,Medium,BB,Medium,58,29,57,55,04/17/2022,BBB,High,1262039
etsy,ETSY Inc,https://static.finnhub.io/logo/94ad4538-80d1-11ea-9286-00000000092a.png,https://www.etsy.com/,B,Medium,B,Medium,B,Medium,7,16,40,12,04/17/2022,B,Medium,1370637
ben,Franklin Resources Inc,https://static.finnhub.io/logo/8333d8a2-80eb-11ea-befe-00000000092a.png,https://www.franklinresources.com/,BB,Medium,BB,Medium,BB,Medium,23,37,59,41,04/17/2022,BBB,High,38777
dlr,Digital Realty Trust Inc,https://static.finnhub.io/logo/c066b1b0-80eb-11ea-a98e-00000000092a.png,https://www.digitalrealty.com,A,High,BB,Medium,BB,Medium,66,31,56,60,04/17/2022,BBB,High,1297996
dhr,Danaher Corp,https://static.finnhub.io/logo/f8702c9d5aa6591ddc26b5a9df478463a2f5d9bf3a81971882c4118325ae5792.png,https://www.danaher.com/,A,High,BB,Medium,BB,Medium,64,36,78,70,04/17/2022,A,High,313616
efx,Equifax Inc,https://static.finnhub.io/logo/ca2b7d6c-80eb-11ea-8e3d-00000000092a.png,https://www.equifax.com/,BB,Medium,BB,Medium,BB,Medium,37,28,57,42,06/10/2022,BBB,High,33185
el,Estee Lauder Companies Inc,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EL_4295903171.png,https://www.elcompanies.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,04/17/2022,BBB,High,1001250
emn,Eastman Chemical Co,https://static.finnhub.io/logo/cca36ffe-80eb-11ea-969e-00000000092a.png,https://www.eastman.com/,A,High,BB,Medium,BB,Medium,74,40,59,70,04/17/2022,A,High,915389
emr,Emerson Electric Co,https://static.finnhub.io/logo/3da53d6ce1faa9df36b6bf625f6167c9423423748fa11799b010bc2a1dae4c7b.png,https://www.emerson.com/en-us,AA,Excellent,BB,Medium,BB,Medium,78,32,60,69,04/17/2022,A,High,32604
eog,EOG Resources Inc,https://static.finnhub.io/logo/ce6d8518-80eb-11ea-a7f0-00000000092a.png,https://www.eogresources.com/,A,High,B,Medium,B,Medium,67,18,41,47,04/17/2022,BBB,High,821189
eqr,Equity Residential,https://static.finnhub.io/logo/cf2f5fcc-80eb-11ea-b4c6-00000000092a.png,https://www.equityapartments.com/,B,Medium,B,Medium,B,Medium,7,9,34,6,04/17/2022,B,Medium,906107
es,Eversource Energy,https://static.finnhub.io/logo/41cde1b6-80ec-11ea-af1f-00000000092a.png,https://www.eversource.com/,A,High,BBB,High,BB,Medium,72,49,59,74,04/17/2022,A,High,72741
ess,Essex Property Trust Inc,https://static.finnhub.io/logo/7d5e1cd06ed4171ad22780035054460da22bb8f81e75da91849ee24188876730.png,https://www.essexapartmenthomes.com/,BB,Medium,BB,Medium,B,Medium,34,28,34,31,04/17/2022,BB,Medium,920522
fitb,Fifth Third Bancorp,https://static.finnhub.io/logo/e692c8b6-80df-11ea-8ea1-00000000092a.png,https://www.53.com/,BB,Medium,BB,Medium,B,Medium,22,28,35,24,04/17/2022,BB,Medium,35527
etr,Entergy Corp,https://static.finnhub.io/logo/d3a911b0-80eb-11ea-b66b-00000000092a.png,https://www.entergy.com/,AA,Excellent,BB,Medium,BB,Medium,87,43,59,79,04/17/2022,A,High,65984
exr,Extra Space Storage Inc,https://static.finnhub.io/logo/1c8d6d4d94bfda82d7f366c837fa91927dc004010c6994936e6a93d0aa3f63f7.png,https://www.extraspace.com/,A,High,B,Medium,B,Medium,72,25,38,52,04/17/2022,BBB,High,1289490
ew,Edwards Lifesciences Corp,https://static.finnhub.io/logo/d54ba950-80eb-11ea-b652-00000000092a.png,https://www.edwards.com,B,Medium,BB,Medium,BB,Medium,17,34,57,35,04/17/2022,BBB,High,1099800
foxa,Fox Corp,https://static.finnhub.io/logo/7cf20648-80da-11ea-983c-00000000092a.png,https://www.foxcorporation.com/,B,Medium,BB,Medium,BB,Medium,18,34,60,36,04/16/2022,BBB,High,1754301
fcx,Freeport-McMoRan Inc,https://static.finnhub.io/logo/da60fbba-80eb-11ea-ad3e-00000000092a.png,https://www.fcx.com/,AA,Excellent,BB,Medium,BB,Medium,79,30,57,67,04/17/2022,A,High,831259
fe,FirstEnergy Corp,https://static.finnhub.io/logo/db937e3a-80eb-11ea-a947-00000000092a.png,https://www.firstenergycorp.com/,A,High,BB,Medium,BB,Medium,60,28,56,55,04/17/2022,BBB,High,1031296
flt,Fleetcor Technologies Inc,https://static.finnhub.io/logo/e8878f02-81a2-11ea-9883-00000000092a.png,https://www.fleetcor.com/,BBB,High,BB,Medium,BB,Medium,40,28,56,44,04/17/2022,BBB,High,1175454
fis,Fidelity National Information Services Inc,https://static.finnhub.io/logo/3858d65e-8279-11ea-a7a4-00000000092a.png,https://www.fisglobal.com/,A,High,B,Medium,BB,Medium,64,27,59,57,04/17/2022,BBB,High,1136893
frc,First Republic Bank,https://static.finnhub.io/logo/251ca7c8-80ca-11ea-81b8-00000000092a.png,https://www.firstrepublic.com/,BB,Medium,BB,Medium,B,Medium,33,34,53,42,04/17/2022,BBB,High,1132979
fmc,FMC Corp,https://static.finnhub.io/logo/e072fb1c-80eb-11ea-8825-00000000092a.png,https://www.fmc.com/en,A,High,BB,Medium,BB,Medium,60,29,60,57,04/17/2022,BBB,High,37785
frt,Federal Realty Investment Trust,https://static.finnhub.io/logo/c7740aaa7f4c67e7100b4c655ddd47f7c7993a579a808c7290169dcc9f9217e2.png,http://www.federalrealty.com/,A,High,BB,Medium,BB,Medium,63,28,56,56,04/17/2022,BBB,High,34903
ftv,Fortive Corp,https://static.finnhub.io/logo/2a546f12-80d4-11ea-84b6-00000000092a.png,https://www.fortive.com/,A,High,BB,Medium,BB,Medium,66,33,57,61,04/17/2022,BBB,High,1659166
gps,Gap Inc,https://static.finnhub.io/logo/369ce8f03ef2001ecf93ade3d70bf2c3019709a17446a106811fb59087e3a3c6.png,https://www.gapinc.com/,A,High,BB,Medium,BB,Medium,61,37,56,60,04/17/2022,BBB,High,39911
grmn,Garmin Ltd,https://static.finnhub.io/logo/99414768-80e0-11ea-9385-00000000092a.png,https://www.garmin.com/,B,Medium,B,Medium,B,Medium,1,16,31,5,04/17/2022,B,Medium,1121788
it,Gartner Inc,https://static.finnhub.io/logo/5262a1a6-8279-11ea-8550-00000000092a.png,https://www.gartner.com/en,A,High,BB,Medium,BB,Medium,58,31,60,57,04/17/2022,BBB,High,749251
lly,Eli Lilly and Co,https://static.finnhub.io/logo/184cd942-80ec-11ea-91ce-00000000092a.png,https://www.lilly.com/,A,High,BB,Medium,BB,Medium,60,39,59,62,04/17/2022,BBB,High,59478
re,Everest Re Group Ltd,https://static.finnhub.io/logo/5e8651fa-80ec-11ea-9759-00000000092a.png,https://www.everestre.com/,A,High,B,Medium,BB,Medium,59,23,57,52,04/17/2022,BBB,High,1095073
evrg,Evergy Inc,https://static.finnhub.io/logo/a5c31cb4-80ec-11ea-9d72-00000000092a.png,https://investors.evergy.com/,A,High,BB,Medium,BB,Medium,68,30,56,60,06/10/2022,BBB,High,1711269
fbhs,Fortune Brands Home & Security Inc,https://static.finnhub.io/logo/af502fc10da13efe152a8bab38ab27cb783098c050c8e612696741585879a659.png,https://www.fbhs.com/,A,High,BB,Medium,BB,Medium,60,28,56,55,04/17/2022,BBB,High,1519751
gild,Gilead Sciences Inc,https://static.finnhub.io/logo/14041828-80e0-11ea-b2c0-00000000092a.png,https://www.gilead.com/,A,High,BB,Medium,BB,Medium,58,28,56,54,04/17/2022,BBB,High,882095
holx,Hologic Inc,https://static.finnhub.io/logo/dea14800-80e0-11ea-8f94-00000000092a.png,https://www.hologic.com/,A,High,BB,Medium,BB,Medium,61,32,60,59,04/17/2022,BBB,High,859737
hsic,Henry Schein Inc,https://static.finnhub.io/logo/e9c35f3a-80e0-11ea-be1a-00000000092a.png,https://www.henryschein.com/,B,Medium,B,Medium,B,Medium,2,9,31,2,04/17/2022,B,Medium,1000228
hon,Honeywell International Inc,https://static.finnhub.io/logo/a9d0ab3dbb5cf97602536917732a79a73f10fca63631d75fb2db78695cd5b0bc.png,https://www.honeywell.com/,A,High,BB,Medium,BB,Medium,66,36,58,64,04/17/2022,BBB,High,773840
hst,Host Hotels & Resorts Inc,https://static.finnhub.io/logo/ccad0eb06bed075abb06446bc4f61bea5d97856681e3ab98dccda30c6f7ecefc.png,https://www.hosthotels.com/,A,High,BB,Medium,BB,Medium,60,31,61,58,04/17/2022,BBB,High,1070750
gd,General Dynamics Corp,https://static.finnhub.io/logo/22537545fad508a082f7c587450fabc47e56b2aeb4a94319c5279539d60097a6.png,https://www.gd.com,A,High,BB,Medium,BB,Medium,60,30,56,56,06/11/2022,BBB,High,40533
has,Hasbro Inc,https://static.finnhub.io/logo/31ee88a5dc3f7a0f21bdfc2be90eb7ac405af6cab1f4c2641cb4d368bd7828f6.png,https://shop.hasbro.com/en-in,B,Medium,BB,Medium,BB,Medium,11,28,56,27,04/17/2022,BB,Medium,46080
hban,Huntington Bancshares Inc,https://static.finnhub.io/logo/9a3ea734-80e0-11ea-be3c-00000000092a.png,https://www.huntington.com/,BB,Medium,BB,Medium,BB,Medium,21,28,56,33,04/17/2022,BBB,High,49196
gl,Globe Life Inc,https://static.finnhub.io/logo/87ab9652-80ec-11ea-833e-00000000092a.png,https://www.torchmarkcorp.com/,B,Medium,B,Medium,B,Medium,3,15,35,7,06/07/2022,B,Medium,320335
gpc,Genuine Parts Co,https://static.finnhub.io/logo/ed6a18e2-80eb-11ea-b245-00000000092a.png,https://www.genpt.com/,A,High,B,Medium,BB,Medium,65,13,57,50,04/17/2022,BBB,High,40987
gnrc,Generac Holdings Inc,https://static.finnhub.io/logo/3007769e-8100-11ea-8961-00000000092a.png,http://investors.generac.com/,A,High,BB,Medium,B,Medium,65,30,44,53,04/17/2022,BBB,High,1474735
gpn,Global Payments Inc,https://static.finnhub.io/logo/ee7044c8-80eb-11ea-8f9a-00000000092a.png,https://www.globalpayments.com/,BB,Medium,BB,Medium,B,Medium,21,36,48,34,04/17/2022,BBB,High,1123360
hca,HCA Healthcare Inc,https://static.finnhub.io/logo/5528ed98-80ca-11ea-902b-00000000092a.png,https://hcahealthcare.com/,A,High,BB,Medium,BB,Medium,62,37,57,61,04/17/2022,BBB,High,860730
hbi,HanesBrands Inc,https://static.finnhub.io/logo/36b2329a94acf5319eb2b32c6f727e89e5345a5e9afcc46eefeabb19c84e23ab.png,https://www.hanes.com/corporate,BB,Medium,B,Medium,BB,Medium,21,12,57,25,04/17/2022,BB,Medium,1359841
hii,Huntington Ingalls Industries Inc,https://static.finnhub.io/logo/cd372f19d46a38088bc5547b3dc2a91dd4bedbc5609b6221b4f95fc42cfcaab9.png,https://www.huntingtoningalls.com/,A,High,BB,Medium,BB,Medium,66,31,60,61,04/17/2022,BBB,High,1501585
hpe,Hewlett Packard Enterprise Co,https://static.finnhub.io/logo/fb96e13e-80d2-11ea-8716-00000000092a.png,https://investors.hpe.com/,B,Medium,BB,Medium,B,Medium,6,39,39,23,04/17/2022,BB,Medium,1645590
hes,Hess Corp,https://static.finnhub.io/logo/532319c946c543025c26e36b019db12175bad56db7accce3e96ee76032c7cc2e.png,https://www.hess.com/,A,High,BB,Medium,BB,Medium,65,28,57,58,04/17/2022,BBB,High,4447
hlt,Hilton Worldwide Holdings Inc,https://static.finnhub.io/logo/1ca8321a-80cf-11ea-bccb-00000000092a.png,https://www.hilton.com,B,Medium,B,Medium,B,Medium,18,8,32,10,04/17/2022,B,Medium,1585689
hrl,Hormel Foods Corp,https://static.finnhub.io/logo/fc88924a-80eb-11ea-8c60-00000000092a.png,https://www.hormelfoods.com/,A,High,BB,Medium,BB,Medium,71,32,56,63,04/17/2022,BBB,High,48465
hpq,HP Inc,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/4295904170.png,https://investor.hp.com/,B,Medium,B,Medium,B,Medium,9,10,31,6,04/17/2022,B,Medium,47217
hum,Humana Inc,https://static.finnhub.io/logo/feb04fd2-80eb-11ea-b264-00000000092a.png,https://www.humana.com/,BBB,High,BB,Medium,BB,Medium,50,28,56,49,04/17/2022,BBB,High,49071
hwm,Howmet Aerospace Inc,https://static.finnhub.io/logo/a2081e1a9a1a03ebd504b5dd1bbd1630d116c5d274535b006710232b14114847.png,https://www.howmet.com/,A,High,BB,Medium,BB,Medium,63,31,61,60,06/10/2022,BBB,High,4281
peak,Healthpeak Properties Inc,https://static.finnhub.io/logo/9ff758898d5fdf747e70dc0d68e588f7ca07566f438ffea2c7b847202270d33d.png,https://www.healthpeak.com/,A,High,BB,Medium,BB,Medium,65,34,65,64,06/11/2022,A,High,765880
gis,General Mills Inc,https://static.finnhub.io/logo/eb28ff70-80eb-11ea-81fb-00000000092a.png,https://www.generalmills.com/,A,High,BB,Medium,BB,Medium,74,33,72,72,04/17/2022,A,High,40704
ge,General Electric Co,https://static.finnhub.io/logo/e8784888-80eb-11ea-95e2-00000000092a.png,https://www.ge.com,A,High,BB,Medium,BB,Medium,64,28,56,57,06/10/2022,BBB,High,40545
spot,Spotify Technology SA,https://static.finnhub.io/logo/cffd855af5f80fb905fa2a364945ef2e7130d3d60952eb91d9ba1ebb54c10a81.png,https://www.spotify.com,A,High,B,Medium,B,Medium,58,24,45,47,04/22/2022,BBB,High,1639920
trtn,Triton International Ltd,https://static.finnhub.io/logo/d8f8c765099e25410d77d6e97db44ba0c15fb106e0b4fcd0f4add7d583ca6e2d.png,https://www.tritoninternational.com/,BBB,High,BB,Medium,BB,Medium,53,29,56,52,04/19/2022,BBB,High,1660734
trtx,TPG RE Finance Trust Inc,https://static.finnhub.io/logo/b65451e4-80db-11ea-8f3c-00000000092a.png,https://www.tpgrefinance.com/,B,Medium,B,Medium,BB,Medium,6,16,56,18,06/11/2022,BB,Medium,1630472
tru,TransUnion,https://static.finnhub.io/logo/3b251312-80d2-11ea-bca1-00000000092a.png,Url Not Provided,A,High,BB,Medium,BB,Medium,60,30,59,57,04/19/2022,BBB,High,1552033
yeti,Yeti Holdings Inc,https://static.finnhub.io/logo/0aebcc9d893922905d4dfe5df11876799ebe829ec6f95211b7ad13b40ef8e950.png,https://www.yeti.com,B,Medium,B,Medium,BB,Medium,13,18,57,24,06/11/2022,BB,Medium,1670592
yelp,Yelp Inc,https://static.finnhub.io/logo/51ef2134-80cc-11ea-9e31-00000000092a.png,https://www.yelp.com/,B,Medium,A,High,B,Medium,9,70,34,40,04/20/2022,BBB,High,1345016
yext,Yext Inc,https://static.finnhub.io/logo/c2fec934-80db-11ea-bf15-00000000092a.png,https://www.yext.com/,BB,Medium,BB,Medium,BB,Medium,24,30,59,37,06/11/2022,BBB,High,1614178
spr,Spirit AeroSystems Holdings Inc,https://static.finnhub.io/logo/74abb718-80ec-11ea-9f1c-00000000092a.png,https://www.spiritaero.com/,A,High,BB,Medium,BB,Medium,61,35,56,59,04/19/2022,BBB,High,1364885
ysg,Yatsen Holding Ltd,Logo Not Provided,http://ir.yatsenglobal.com/,BB,Medium,B,Medium,BB,Medium,30,11,62,32,06/11/2022,BB,Medium,1819580
yrd,Yiren Digital Ltd,https://static.finnhub.io/logo/58187a7e-80d3-11ea-ad3d-00000000092a.png,https://www.yirendai.com/,B,Medium,B,Medium,B,Medium,0,9,32,1,04/20/2022,B,Medium,1631761
yumc,Yum China Holdings Inc,https://static.finnhub.io/logo/5273b318-81c3-11ea-a69e-00000000092a.png,http://www.yumchina.com,B,Medium,B,Medium,B,Medium,1,11,36,4,06/11/2022,B,Medium,1673358
trox,Tronox Holdings PLC,https://static.finnhub.io/logo/cae7770c-80cc-11ea-b95f-00000000092a.png,https://www.tronox.com/,A,High,BB,Medium,BB,Medium,58,32,56,56,04/19/2022,BBB,High,1530804
zepp,Zepp Health Corp,https://static.finnhub.io/logo/76bf855dbc6faa67fab51387ffafd3120d58e1bb6a8c9a59e6d6a992d3e7b8be.png,http://www.huami.com,B,Medium,B,Medium,B,Medium,0,10,55,11,06/11/2022,B,Medium,1720446
zev,Lightning eMotors Inc,https://static.finnhub.io/logo/35ad49c91c00e7e5492b59000199a0ef966c447d105e5ad26ba84e1f5f00fe23.png,https://lightningemotors.com/,A,High,BB,Medium,B,Medium,65,46,41,60,06/11/2022,BBB,High,1802749
zuo,Zuora Inc,https://static.finnhub.io/logo/181c3c26-80db-11ea-901d-00000000092a.png,https://www.zuora.com/,B,Medium,B,Medium,B,Medium,8,15,31,8,09/24/2022,B,Medium,1423774
zim,ZIM Integrated Shipping Services Ltd,https://static.finnhub.io/logo/d067c52d242ed7ab58d82a81df7769e0e538d507b68b153fb1c9a18eb67ecd2b.png,https://www.zim.com,BB,Medium,BB,Medium,BB,Medium,25,38,61,43,04/20/2022,BBB,High,1654126
zyme,Zymeworks Inc,https://static.finnhub.io/logo/d5054e357d522c9adb02dc0fb5076d2c88ce7defd56e0d136dafed54f38fd964.png,https://www.zymeworks.com/,B,Medium,BB,Medium,BB,Medium,8,33,57,29,06/11/2022,BB,Medium,1403752
zws,Zurn Elkay Water Solutions Corp,https://static.finnhub.io/logo/166822dc-80c9-11ea-b523-00000000092a.png,https://zurnwatersolutions.com/,A,High,BB,Medium,BB,Medium,58,28,56,53,06/11/2022,BBB,High,1439288
you,Clear Secure Inc,https://static.finnhub.io/logo/54e1fcbc5be1e30e25364dc60f26bb7ff35678bc4bd277c164593937d62718b2.png,https://www.clearme.com,A,High,B,Medium,B,Medium,61,23,32,43,04/21/2022,BBB,High,1856314
zen,Zendesk Inc,https://static.finnhub.io/logo/bf9c78c0-80cf-11ea-aefc-00000000092a.png,http://www.zendesk.com/,A,High,BB,Medium,BB,Medium,61,35,61,61,04/20/2022,BBB,High,1463172
plxs,Plexus Corp,https://static.finnhub.io/logo/4786a932a20c2a53d2721dc74a687b047183c4a86ca554dbf0aa010120abeaa4.png,https://www.plexus.com/en-us/,A,High,BB,Medium,BB,Medium,60,28,56,54,04/18/2022,BBB,High,785786
ship,Seanergy Maritime Holdings Corp,https://static.finnhub.io/logo/799d248c-80df-11ea-baa5-00000000092a.png,http://www.seanergymaritime.com/,BB,Medium,BB,Medium,BB,Medium,28,28,57,37,04/19/2022,BBB,High,1448397
shls,Shoals Technologies Group Inc,https://static.finnhub.io/logo/3261c706cc0abbd34b8264351bbbf49ecc401561c39af9c3e0c1f0bf92b4833b.png,https://www.shoals.com/,B,Medium,B,Medium,BB,Medium,16,24,56,28,06/10/2022,BB,Medium,1831651
shoo,Steven Madden Ltd,https://static.finnhub.io/logo/96d214d4-80e0-11ea-a2f8-00000000092a.png,https://www.stevemadden.com/,A,High,B,Medium,BB,Medium,59,14,56,47,04/19/2022,BBB,High,913241
shyf,Shyft Group Inc,https://static.finnhub.io/logo/11778ef179dac4928d23461b3133c371a91f9d677da3fd90f72f07f7f34a8dc5.png,https://theshyftgroup.com/,A,High,BB,Medium,B,Medium,60,28,50,52,06/10/2022,BBB,High,743238
sibn,SI-BONE Inc,https://static.finnhub.io/logo/06d1023edd1a769478b8f9546405855f3ef7a8b662f130c336cd801d4e17618a.png,https://si-bone.com/,B,Medium,B,Medium,B,Medium,4,13,34,6,06/10/2022,B,Medium,1459839
sieb,Siebert Financial Corp,https://static.finnhub.io/logo/95a8686e-80e0-11ea-aad2-00000000092a.png,https://www.siebert.com/,BB,Medium,B,Medium,B,Medium,19,27,40,25,04/19/2022,BB,Medium,65596
plya,Playa Hotels & Resorts NV,https://static.finnhub.io/logo/c97cc0f6-80db-11ea-811d-00000000092a.png,https://www.playaresorts.com/,B,Medium,B,Medium,B,Medium,2,8,32,2,06/10/2022,B,Medium,1692412
wwe,World Wrestling Entertainment Inc,https://static.finnhub.io/logo/c85897976e6d121d3414864347aca8c1fa620453a2727bb30f6b89b8fdfc1098.png,https://corporate.wwe.com/,B,Medium,BB,Medium,BB,Medium,14,34,60,34,04/20/2022,BBB,High,1091907
pmcb,PharmaCyte Biotech Inc,https://static.finnhub.io/logo/6be6c540-80f3-11ea-8213-00000000092a.png,http://pharmacyte.com/,B,Medium,B,Medium,BB,Medium,4,8,56,13,04/18/2022,B,Medium,1157075
www,Wolverine World Wide Inc,https://static.finnhub.io/logo/2a65cdf0f3735b8dbbeeeec6f7c7d02cfe8ac7237d3f9c2eda2e6d035b8835e5.png,https://www.wolverineworldwide.com/,BB,Medium,B,Medium,BB,Medium,37,27,58,42,04/20/2022,BBB,High,110471
xhr,Xenia Hotels & Resorts Inc,https://static.finnhub.io/logo/8de05614cc27f3a2ac51dce15cd2ddff7af1f25fdbf8568e132ec4baa5049b8e.png,https://xeniareit.com/,B,Medium,B,Medium,B,Medium,12,20,40,17,04/20/2022,BB,Medium,1616000
x,United States Steel Corp,https://static.finnhub.io/logo/ac65e7a8-80ec-11ea-ae7c-00000000092a.png,https://www.ussteel.com/,A,High,BB,Medium,BB,Medium,65,40,56,64,04/19/2022,BBB,High,1163302
xpev,Xpeng Inc,https://static.finnhub.io/logo/a051163b4bc9dd4531cecd3b4563cb4fbae4dfcca2a14cc34ad546c2b38c5389.png,https://www.xpeng.no,B,Medium,B,Medium,B,Medium,3,9,31,2,06/11/2022,B,Medium,1810997
xpo,XPO Logistics Inc,https://static.finnhub.io/logo/67e2a608-826a-11ea-949d-00000000092a.png,https://www.xpo.com/,A,High,BB,Medium,BB,Medium,69,31,56,62,04/20/2022,BBB,High,1166003
xin,Xinyuan Real Estate Co Ltd,https://static.finnhub.io/logo/adc7e60a-80ec-11ea-a045-00000000092a.png,http://ir.xyre.com/,B,Medium,B,Medium,BB,Medium,1,16,56,16,04/20/2022,B,Medium,1398453
xl,XL Fleet Corp,https://static.finnhub.io/logo/c558526758aff6a234567f3ff1de8e2a1b357086485584308144a5592644ce0e.png,https://xlfleet.com/,B,Medium,B,Medium,B,Medium,0,8,31,0,04/22/2022,B,Medium,1772720
xyf,X Financial,https://static.finnhub.io/logo/d39b1610-81ce-11ea-a434-00000000092a.png,https://www.xiaoyinggroup.com/,B,Medium,B,Medium,B,Medium,3,9,31,2,06/11/2022,B,Medium,1725033
y,Alleghany Corp,https://static.finnhub.io/logo/87524d2a27c268d431041ce0a4d5e2f774512dddcaf1aa1629a2b711ec0cdea7.png,https://www.alleghany.com/,B,Medium,B,Medium,BB,Medium,3,16,56,17,04/16/2022,BB,Medium,775368
yala,Yalla Group Ltd,https://static.finnhub.io/logo/94c350149330c8859cdb82394848c771d0569361dc8e2688e1bad4c22c7629d6.png,https://www.yallagroup.com/#/home,B,Medium,B,Medium,B,Medium,6,17,36,10,06/11/2022,B,Medium,1794350
wts,Watts Water Technologies Inc,https://static.finnhub.io/logo/aa2f1922-80ec-11ea-b91b-00000000092a.png,https://www.watts.com/,BBB,High,BB,Medium,B,Medium,42,28,34,36,04/19/2022,BBB,High,795403
sien,Sientra Inc,https://static.finnhub.io/logo/9ee55218-80d0-11ea-9a00-00000000092a.png,http://sientra.com/,B,Medium,BB,Medium,B,Medium,4,29,40,17,04/19/2022,BB,Medium,1551693
hain,Hain Celestial Group Inc,https://static.finnhub.io/logo/1b3dedc6-80e0-11ea-ae2a-00000000092a.png,https://www.hain.com/,A,High,BB,Medium,BB,Medium,62,28,57,56,04/17/2022,BBB,High,910406
mtc,MMTEC Inc,https://static.finnhub.io/logo/12f9059e-81d4-11ea-9b70-00000000092a.png,https://www.51mm.com/,B,Medium,B,Medium,BB,Medium,4,13,57,16,04/20/2022,BB,Medium,1742518
mtcr,Metacrine Inc,https://static.finnhub.io/logo/b99ae0480d35baa3abd44cf7f3a58ee33cec963d4a16d93450e4df52683c5a32.png,https://www.metacrine.com,B,Medium,B,Medium,BB,Medium,2,9,64,16,06/10/2022,B,Medium,1634379
mtem,Molecular Templates Inc,https://static.finnhub.io/logo/b628a328-80e0-11ea-ae1f-00000000092a.png,https://mtem.com/,BB,Medium,BB,Medium,BB,Medium,31,33,61,43,06/10/2022,BBB,High,1183765
mtls,Materialise NV,https://static.finnhub.io/logo/d0dfa200-80cf-11ea-90b4-00000000092a.png,http://www.materialise.com,A,High,BB,Medium,BB,Medium,59,28,56,54,04/18/2022,BBB,High,1091223
